x0,x1
-4.147915525032366,3.3954555187092357
-4.603073832681037,3.623145071826285
-3.866141203848863,3.2375651776718035
-4.66187607009937,3.7092089893206537
-4.486961405060049,3.6054150192122205
1.250978479941264,7.907152541752875
1.8522189426004627,7.841719091562387
6.550225546482656,3.083288839213117
4.700267743029161,-8.900643097936163
-3.9643409165626817,3.3590363416090776
-4.077606737286029,3.6819277156713803
4.75397186915679,-8.669900394969442
1.4279452682736689,8.319002035904699
4.75512012933849,-8.768829826645261
1.1257325885297864,7.962046935556503
1.4671961427440472,8.411703261599664
4.873954444340643,-8.59233354431642
1.030956900701789,8.007394528500065
0.9164983759748664,8.047944072366281
6.773672801179471,3.4595883023405283
-4.288216078649746,3.340089596860337
6.852453064302363,3.6132168578266692
-4.408180842124113,2.7686292612227716
6.199486193629554,2.973805509200557
6.256209705412111,3.787582117719836
6.443925770641579,3.4731584729683744
-4.730670813472413,2.9056350011983647
4.272750064242649,-9.175650523684315
1.1055483606410883,8.028072304685866
-4.423647811496509,3.521308570876547
1.4909674807904005,8.346824371053854
-3.802326530226539,3.368166359703449
6.327738623002501,3.8970932626539985
4.6422267218729765,-8.455360531578041
4.479756337387156,-7.981687282364784
-4.448410322098943,3.4403924803062633
4.813855882264241,-8.40591770863957
5.083188051259069,-8.28649493512197
-4.520621745731723,2.929789923179099
1.2646722346662915,8.471746500771186
6.3514664878163165,3.277209941504899
-4.235420439879492,3.7175498983418676
5.057781807402114,-8.792298583295615
7.059157830963867,2.9181600159849244
1.3506919964352184,7.58595237373346
-4.332898711381384,3.4019933933873245
5.045448994656033,-8.20605841016605
0.9894588782542222,8.285530394398132
1.2244413806136507,8.398425316956207
-4.104299938725,3.5853670929635215
1.191637122561105,7.416265399959134
-4.289240928399378,3.5368865580365405
6.299794740756998,3.1258507468481946
-4.673313494124209,3.4255578928199326
6.699560900896713,3.2702477512595616
6.391245160117592,2.9999299159696533
1.0629063254282172,8.418487608544964
6.4312592578326875,3.5825091220785836
-4.3581034008133335,3.5258166980877155
-4.025600222758163,3.729760806787704
-4.585823287615842,3.5411113132440257
6.3207588318389725,3.416967899376259
0.5389521517016419,8.408741169858265
-4.476984940771937,3.5931438158814
5.202296203984487,-8.059405880495392
0.7281379866993525,8.089401169484635
6.980868380887777,3.2493097412589567
-4.490530551726525,3.273312438783064
-4.478576868529184,3.6039117952977513
1.4677164207315399,7.7611186638916925
-3.8198197834527554,3.5289116400522555
4.937666607455865,-8.43403416688465
-4.518306840074864,3.827814362149427
6.670401022437031,3.407968218487264
4.719826590898021,-8.496793088760663
-4.334047012950732,3.0997399793248275
1.141706199003188,8.244563792742717
-3.8870810310687958,3.410599111124703
4.194373531482566,-8.202814459974242
1.5652681361561003,8.07135072422803
1.4304186722401149,8.13403107616486
6.126295254717292,3.1221521704607937
1.825081201423401,8.046534954031454
0.7396011914390864,7.993764449386509
4.482775670104844,-8.850199569461367
6.518021311254299,3.262560873781423
6.662451696898029,3.279321989666263
0.7416085223041119,8.36597968557284
1.5066483700050652,8.199421103154275
-4.390032040035681,3.5826242249896945
1.3480463625361316,7.914986490826884
6.032468060946997,3.3578235664489555
6.186114938933822,3.121327402041271
5.8586121966109195,4.242861604218242
4.636329419265455,-8.349461782691694
-4.507422485535632,3.1657310552606392
1.1584912298262071,7.96440567632993
2.019618715589157,8.32778586811505
4.506595966281241,-8.044756983484975
1.1525230120812486,8.608037071671557
-4.559068319855771,4.143914636185647
6.59415333214274,2.859566308974381
-4.129807737656206,3.3540869748687463
5.37113051641632,-8.750809063687656
5.753868944104745,3.309212543828722
-4.660140723369407,3.8519827004947915
6.538242282404073,3.0776621826032358
4.677035635439722,-8.567789145162465
4.758951019727815,-8.518163882118131
-4.448804927889465,3.6146215152254326
-4.360600618899187,3.2346229456577564
0.7479804273476489,8.252524970366412
4.062831469716272,-8.676780735096793
4.5224456203268195,-8.682758684939296
0.9148392216687087,8.56814919325154
-3.870346572703135,3.4007571623974484
1.679315386219345,8.22511712230906
1.072228520856059,7.759165198082328
0.7558125009762494,7.923877347093693
6.655286611897053,3.6880279164073024
-4.740779546528236,3.7426715547205496
4.791302426138532,-8.058250539492454
1.2158576179730833,7.995768061543254
6.52254378732688,4.0327109057564074
1.2612044422390163,8.196782039314682
5.3710526879373655,-8.777282242083997
0.9166485563991371,8.6766663615983
4.860177402085965,-8.598443112789424
5.971294025910462,3.0037805656938215
-4.2359347233003835,2.867048986563118
1.4720174355669533,8.095306943408096
4.7701759307634655,-8.523983213745485
6.632971158378063,3.639627416886185
-4.130291359891086,3.7250804021530186
6.968502911321778,3.160646972741653
4.493777424437748,-8.559206352080121
4.7707212774931556,-8.861654169475349
4.763212762105387,-8.65358122363783
4.411456786121698,-8.871853788262351
0.9724441642618944,7.804219193854108
5.2605813403038475,-9.111015681722579
4.802305789954047,-8.634935715914082
1.205079101753313,7.906406208341596
1.138471090819017,7.835297138921202
5.15657638713099,-8.966865740992937
0.8684375996009068,8.715816382989203
1.9289449576566062,8.533983483107132
4.3571184973837545,-8.546478309882422
4.885194126593969,-9.338213787120457
6.1970435196735325,3.0670331717943884
1.9401122308136323,8.329933004508339
6.953662962393372,3.318352914828597
-4.370776561836545,2.873300787957722
6.2951631859419965,3.42026063403652
6.211057163499166,3.7579854960972314
6.890797605070369,3.5434501059712376
6.259705108711904,2.517667287698
