x,y,z
0.008681707719174647,0.8709801006166866,0.07379215650618817
0.8890636577931573,-0.921210871725149,0.09647052163839888
-0.4843679679408118,-0.17612411445363413,0.06317862386601551
-0.34459219388466467,-0.5354101474842338,0.03692393823122527
1.4997722150486212,0.02134286805406851,0.015480177538557672
1.0213289963454701,0.8533557743224245,0.07326934851743713
1.2080218135306802,-0.7061905632084917,0.06814078383556739
0.9115236704613807,0.9113990721138534,0.02047306063008867
0.9250138552985298,-0.9051868441400817,0.010372889141551933
1.4991737481556058,0.0406426007617397,0.04385400100411877
-0.4745653802156167,0.22410336830398286,0.08784635558306075
1.416972652929299,0.39895006426845364,0.027107293592813754
1.390561803114276,-0.45486225918826223,0.0582718299413828
1.4049199652476079,-0.42558178590756,0.05823698113248681
0.201127532524369,-0.9542930620019344,0.09993149639234067
0.21192912167928346,-0.9576090899023103,0.02386325061058575
-0.21313387006356876,0.7010278763131726,0.06431057162483499
-0.01815274950673651,0.8552880965958835,0.06449988058039706
0.16730999868981172,0.9430362469323366,0.017576114335476022
-0.4398812149997382,-0.3415015398070936,0.036965252478529345
1.4128908364512807,0.40820377352895804,0.08092550652300265
-0.4923490341304082,0.12346414240760722,0.01790803515216929
0.1726389680004255,-0.9448993357644896,0.07811375068835015
-0.4389026315640996,-0.3441828706400258,0.02081778040142661
0.3149208813729698,-0.9827236233286761,0.09302657506965929
1.408706061635888,0.4174365742794874,0.02802898328663508
-0.4392602610628197,0.34320571380471476,0.08010402812201795
0.6856573801421262,-0.9826145415160321,0.09857087213515739
1.4815734986693236,-0.1910849724862306,0.03429571394019975
1.3218255268035368,0.5697392416659476,0.07607892023772105
1.2750994987090893,-0.6318391940208509,0.06362860564058649
0.8140137679293038,0.9494184291190272,0.09883069510772977
1.2622136660837273,-0.6473255187579154,0.015200293827979272
1.3046694400177947,-0.5937230771171428,0.003739168190136655
1.460187942126238,-0.2793548206052297,0.017586715561796574
0.7265261447836519,0.9740050850634487,0.09416115761449884
1.4042568007410754,-0.4269890376971228,0.03340490862810299
-0.03878314936465821,-0.842444489542605,0.011942632215874728
1.4820272032248512,0.1887394291778395,0.09715100123059689
1.2996095588435082,0.6005202356341462,0.05769055135635263
0.8659750083922595,-0.930624679036767,0.040374697720558676
0.40137840639085615,0.9951250078628276,0.027787258883559575
-0.32491466437114946,0.5652572834607562,0.03316520723267661
-0.49842841263129445,-0.056041991850339506,0.06764995492007274
-0.49513677368818865,-0.09850280023158084,0.08577458289724829
0.6668537651569122,0.9859816535072861,0.006194351507265406
0.6550443602464944,-0.9879075090086902,0.09729858611436484
1.3727448441135208,-0.48817664535828215,0.04318864086713016
0.4262212988079765,0.9972746378257186,0.07677445780718728
0.5505239149816614,0.9987228514532577,0.08036908734409037
1.1145982713041964,-0.7888402657762174,0.08070868508538613
-0.2163928971685496,-0.6976970810362129,0.000831084294206852
1.4371371178118046,0.3489613480306718,0.054874451669204294
0.38535630668262255,0.9934066758294667,0.06739335419971303
1.4972129829375438,-0.07460741692892213,0.03565658298736083
0.16808591545864,-0.9433096206882823,0.06449692806169258
1.4997123283234086,-0.023984590848905803,0.054966094773951285
0.5421850253288601,-0.999109815604873,0.09883430442287607
0.9255798246244236,-0.9049208876319769,0.007545980732288737
-0.49715173030237503,0.0754216597203984,0.006334742479291411
1.385729079342438,-0.4642025398543154,0.06177558725424026
1.481858612795659,0.1896145154754359,0.08097638244874227
1.164256694188729,-0.7475045446186007,0.05663625695023864
0.17451475394265353,0.9455471191849661,0.00652089619401316
1.497927809627031,0.0643435060670184,0.038264444117276024
1.100169211005971,-0.7998730637797913,0.05633302335752587
-0.20381596263519142,-0.7103823553128968,0.08102266941415963
1.0589899389982875,0.829174437678038,0.08430981929677972
1.263313752086352,0.6460279528595144,0.04561669360118911
-0.006580631722134633,0.8621925907614859,0.007187627623173743
-0.36115390682089976,-0.508344321072933,0.006635141931716638
0.9745098601135401,0.8802501875347875,0.00295190673390795
0.45310210173223264,0.9988996882260331,0.05791999208019249
-0.09823412973677015,0.8013213625120007,0.011542844019003929
-0.47809916556234144,-0.20813943001327617,0.03906467867169076
