x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
-5.157834014184331,-6.149022887098308,3.3781982820908714,5.826263994451443,2.0722872226417257,9.627500018225692,-7.750164759285553,9.898839578196458,-0.019638262075004242,-9.08004182603326
-5.537206684139801,-1.4018157509684115,-7.326312667700924,1.208925141804822,-5.618584246169635,3.524319205746051,6.818444269327433,-8.94985622290321,-3.6281451957389526,1.8365516423305535
-4.288533635614368,-6.21272584672086,3.7861500268460926,5.810618075481671,1.7214674135783232,9.433770324810157,-8.528623148204087,8.919973614267068,1.2734212118219352,-9.252410397765297
-4.124349321415091,4.110987799768317,-7.013402014652568,6.074765700771174,8.613497337437495,-8.559948413702907,6.7660468509707865,0.8296187806799749,4.803753512479202,5.226006027575357
-4.0863869714941465,4.148482980794404,-7.3635239255031735,5.673219060920108,7.7265064407605335,-8.856746119736293,7.543925478357821,0.6803292122235899,4.619591091665885,5.17660576837103
1.645305523348173,0.2747696122266504,-7.745425434091778,-7.7097650038515715,6.938275521852882,3.035215680075306,2.1795527093168614,3.6174079853486516,6.312656832447115,-6.075420171600269
2.5604732824388226,-1.2636591496858485,-8.825037889803951,-7.475354988833382,9.942193932147092,2.711819509284881,1.888833996671011,3.691814340360142,6.138292476845621,-5.68004674010064
-4.809139832303722,-5.781277032486699,3.5852794723783665,5.239533484006637,2.542752806855195,10.69113292494647,-9.263329336238675,9.212040985986073,-0.17242580335975222,-9.63764134685392
2.706122727841824,0.8563835891096477,-8.4604780443041,-6.809596866244478,7.292670133170471,3.22672799759824,1.4853511206331633,3.107860348000486,5.612705913762151,-5.836131731832821
-3.1353878279566842,3.873113755424681,-6.636001173834008,5.738346864907958,7.329149594624678,-9.3648679676386,7.169226188280104,0.8105106987849899,4.128382637149972,4.916804370508418
-3.8384439809659607,4.141772719257138,-6.7082984420513965,6.164735318103292,8.59783197234759,-9.270565180561812,7.104534548615658,1.3195435692174509,4.523359000808658,4.93835987211244
3.052016439395276,0.43838850806318874,-7.99371889339509,-7.329877942628258,7.393184932432384,3.243315933097829,0.22591908306173125,3.507145628953605,5.809437770933354,-5.1956397644366055
2.9650937763233634,0.11431254210434254,-9.369696204076508,-6.9090738836060215,8.082255013121955,3.249546063851687,0.9548808663192788,3.4158440984293272,5.179073392059014,-6.333282711578288
-4.757416266523104,-5.692708901745419,2.8694101530914162,6.3716057426279615,0.7981709404019511,9.650757089527861,-8.250350993507757,10.377909718547473,0.2842807601828339,-8.324880677546293
-3.3932531099691157,4.195919636147271,-6.617003551828824,6.0355317929809384,8.206797659620527,-9.42050238235621,7.304967227314147,1.4306988478378004,4.0684453396123,5.528070746795732
1.5793370631576855,0.137705248308935,-9.621283740497692,-6.319402204371245,8.111000030238161,3.9506983936972078,0.8813423738085335,3.4102873137997394,6.04638185198424,-5.257160936597693
-5.7537815975718445,-1.686814567188908,-6.70732592491506,1.0148549079655798,-4.628775192805148,3.667629664445845,7.353054278220094,-9.025007337904174,-4.157821597572606,2.0997770983035142
2.7307607141425585,0.487638285172274,-9.643705696398868,-6.723866361210007,7.585661350775145,4.06071794899301,1.1050813916201452,2.5085093917465566,6.027996723973572,-6.298577854852869
-2.587960605764419,4.504371183635595,-6.453113731434048,5.77492655652687,8.878964521477727,-8.831028898070503,7.0566319046198585,0.5529464687694813,5.7371992526968585,5.916245966815199
-5.072708556864006,-5.453900091197029,3.218518410263293,5.364612511325144,1.7800496441378915,10.251935575358933,-7.933729091811842,10.361413835935407,0.7895354720500889,-8.03954498299576
-3.979240381727797,-6.028155677974237,3.1202918108829416,5.952774286396762,2.020941311450765,10.18252986306228,-7.994452041055095,8.656399524437507,0.2330370396145742,-8.583895254121925
-5.746598202860592,-2.3909647455672336,-5.69424320733956,0.6015759649003541,-5.6381107266439265,4.478232692852786,5.805746476843806,-9.499130866265098,-3.4222724312827397,1.4883579467738126
-5.841172337379327,-1.0481219637641241,-6.592584582005613,0.3134565208070173,-6.257677396354799,3.2269207531758393,6.095536827304644,-9.403850788589699,-4.0879780185885926,1.3704463583856066
