x,y,z,ruido1,ruido2
0.9347257177091122,-0.16295806654289086,-0.042252460418033266,1.0511420965306326,-0.1070556414470368
1.0926500437542976,-0.10038150383930121,0.06327786109456213,1.0362301090534929,-0.13006980474955818
0.9749692717990545,-0.020387401397721064,-0.18319077694119437,1.0692614212702718,-0.03300626311585998
1.1258838733604108,0.08851688287033435,-0.130369450956188,1.1140891485309337,0.13581106229759488
1.2433352906360544,-0.0942506418439171,0.17759407648151865,1.1854847064941916,-0.0953922047982005
1.1122831439461154,0.15279936169819883,0.04303137636435793,1.1069901022390845,0.15659229743277506
0.9045456449125622,-0.033037356772629436,-0.010750768752604173,0.9644108256490708,-0.028960454443212533
1.1598153731720982,0.018262917637017272,0.09190246873929381,1.2483764917040714,0.03923170005225954
1.0529717697147876,0.03739771489081544,0.13781021394248186,1.0179852278584327,-0.06689464745591889
0.9752413622226019,0.17003254327925457,-0.0526768731029853,0.8714050978826492,0.1949838383623773
1.0059491688896807,-0.10320742420044438,0.08154726052999225,0.9304979598473987,-0.10570590554007815
0.9830036318320043,-0.103928492870801,0.1342925732877631,0.9533380945363216,-0.14640095744257636
1.0271536544350213,-0.13648356916809617,-0.0871401638326652,1.0001990289708154,-0.09782626095414756
1.0596805505522406,-0.1583133452365869,-0.04564142114620303,1.1414971948166899,-0.12397371648685361
0.7916621010509622,-0.042140523398244194,0.05991962990973482,0.8233609524850738,-0.10045358987741798
0.9708174820552079,-0.03285561624837918,0.04161426159137553,0.9575794024741161,-0.05435707273437729
1.0406064031643616,0.14078156818866802,-0.018916367965846344,1.059365844836291,0.11866963369757841
1.0618574905503038,-0.02561953125114655,-0.1577530678530741,1.086636193382442,-0.13744207239292072
1.0107163266134285,0.03128185508247965,0.03608431141194029,1.0126462961993385,0.07155641924117374
1.2334338855579416,-0.061032619529238274,0.15113573909036837,1.2081945743367264,-0.04063081211327796
1.0071741774716636,-0.03199409323133995,0.11241851688952864,0.9498706025614527,0.00137421126297977
0.9180661407363317,-0.048897703925190335,0.15291602764660675,0.9234746198656238,-0.07357073197150321
1.037310571779291,0.0773126303264206,-0.17156359181935402,1.1082644544020035,0.08458453466490562
1.0496123627418557,0.03984656641014406,0.18324600786217332,1.0477043222397118,0.009039288624830721
1.0364291938915664,-0.04794954605781887,0.0442859070190407,1.027173099823119,-0.08776890408221395
0.8584848550871055,0.005871201997386268,-0.08136457960563842,0.9506685679730594,0.07164096655726032
0.7863515858968291,0.08630910287133903,0.028796260178413326,0.7575241509967797,0.12479542002047549
0.9821757949572805,0.029012515003376822,-0.0549451532159562,0.9450510749225978,0.04821476421121781
1.0188333471429234,-0.10221648846546022,-0.07320785302955335,0.9566849365488918,-0.12380507709064267
1.0100906326512695,-0.014971354243535507,0.05218434528967876,0.9357665191847769,0.08246621964207086
1.1826196171991723,0.07785538526912728,-0.029732249107708143,1.1765150447953632,0.15313310944935438
0.9315021982052205,-0.0947849544851545,0.07260298299252758,0.9537067832771193,-0.022341185720375592
1.1493353081148732,0.21538591938073753,0.20953167530162606,1.1305601030410932,0.16591343023911753
1.0366136593249602,-0.05448329407295939,0.047555791313439455,0.9780300801932298,-0.09347868599747179
0.9709895521050668,0.05303042503009096,0.2239156720339882,1.0324802000767004,-0.004629916369786206
0.8998320789355561,-0.07976822637653223,-0.15516712627052107,0.9879426953745827,-0.015916067103369222
1.048631857833829,-0.0700521916303836,0.2118989629761146,1.0822961222579606,-0.046010237481232785
0.9144933434795819,-0.03351140259471649,-0.1760408063141793,0.9308239547200192,-0.09471940120845232
1.0575124881966365,0.11670064829906135,-0.0017098690335478112,1.0529082531214025,0.19131921259786144
1.2166847512678463,-0.05694970932325038,-0.05029897757760291,1.2146427587587878,0.05957390237616351
0.9632116713338381,0.13676999179689395,0.08473850772211393,0.9506739044593207,0.05391143087507591
0.8445698071370793,-0.05983042059487723,-0.11603809714514285,0.9163129027220157,-0.10968371365656646
1.0237912043245505,0.1308617338564603,-0.1159375953458183,1.0659302306099758,0.19131624141111578
1.0282796978868685,-0.07084462116727598,0.028514518178644227,1.030639886918068,-0.042050611439697086
1.0225727583938673,0.03496397578261654,-0.14290310731728992,1.0420717818779592,0.043540379873114085
1.0027347304598924,-0.04593471735840805,-0.0510548870453435,0.9688472328815768,-0.03424352544134822
0.9674053928705287,0.18842049102238317,-0.1400445552983459,1.0212173100052837,-0.0018670307638496975
1.0580918418482201,0.09105093490343119,0.03483336844011158,1.092452553275764,0.08803352922280411
1.0417965070170068,0.06006757603947996,-0.21766031474045333,0.9621829466211742,0.12465495839282181
0.9584692845063091,-0.08646625525575369,-0.07304903952368545,0.9259570424600521,-0.10550898732224129
0.9532874763573888,-0.15052784864631824,-0.14852618898612432,0.9344389157042805,-0.20357592678076677
