x,y,z
0.48239508142632226,0.06174848971495939,-0.4957690940122436
0.4064638005675788,0.17132629982003322,-0.5359689236500469
0.20582978483567793,0.8383215804673227,-0.5253349575117611
0.02506925874757715,0.49189901262087077,-0.46627822127548585
0.567752868493549,0.9884495747366141,-0.49247067357708557
0.29979936698968146,0.4393138359149873,-0.4692500617217055
0.22458863591985956,0.10699440831276363,-0.4647801169174547
0.2176484901670379,0.217722741772561,-0.4862729544947456
0.31528995118712244,0.15608675848143228,-0.4569411173381053
0.20707825283974057,0.37415901450214073,-0.5089409290552677
0.20565685384242305,0.24103392077378638,-0.4509526901483866
0.7238435626506375,0.8025791658359097,-0.47087725378458434
0.9981444655997671,0.6287011390625648,-0.5088845941858405
0.004215791287986437,0.22203999930321783,-0.4632219099041258
0.5307619727528828,0.3041134248314812,-0.5327984350366158
0.1875658584371206,0.039327722501159346,-0.5034967882980148
0.6444989558133459,0.4994041647899149,-0.4663083743210876
0.23395423999444642,0.9589704069198066,-0.4765308392218526
0.7708395673140667,0.1173355996658968,-0.4672147274436176
0.9570055881479576,0.8310803300968493,-0.4881363081969467
0.16915670832004281,0.6109835449931752,-0.5365010846303067
0.7877604172785436,0.9253079390237415,-0.539790038906743
0.7670288940316053,0.7328252626182428,-0.4893250374100443
0.5713348296307328,0.953590318081042,-0.5150343344866692
0.49936908603343144,0.2044297033291832,-0.45548632588043697
0.5038213109798974,0.4451361996700418,-0.5072433781882085
0.7793334152842049,0.2655317634829416,-0.5408433351657839
0.8002473677847181,0.8820523988475407,-0.4792739504054152
0.011779418540465714,0.08751830890413492,-0.45733180728665834
0.6405694043556363,0.49108303566881417,-0.5416028791816944
0.5379546908372796,0.11461010305815778,-0.48119828855286645
0.12514872779328978,0.2859386441700089,-0.5044130967901748
0.22676761166591386,0.7975054799355276,-0.45851265825118975
0.0352941645110858,0.25643058680911324,-0.5114444895166319
0.9810290483688521,0.5658277462847859,-0.5239280355006353
0.13730111216791596,0.1631438741889042,-0.45781255570996215
0.8958218438606669,0.3451693435741674,-0.5462435839032259
0.9857701335375565,0.5811505764583753,-0.49784544122031416
0.7727938543131213,0.17637907239410733,-0.4779533840448578
0.37474537695333376,0.7134688191479202,-0.5071396174259026
0.13941331634814347,0.22068341408503833,-0.5135550209795893
0.7255429561035402,0.6595557630720594,-0.45996394595635604
0.27567633557852755,0.2630620001289832,-0.4882655417578286
0.4659869292372454,0.4175850476974965,-0.4544244006394232
0.1723753848527363,0.17482737663990622,-0.49178917953006274
0.40990115623486356,0.3616566758092301,-0.46235034412463616
0.9882214908090543,0.27744477316771265,-0.45121379470109907
0.3760433109424116,0.9760276123206066,-0.5373293528616631
0.0922647676189432,0.8584638837473136,-0.48411646970636685
0.6985003681008608,0.39780023398457354,-0.4770994711163893
0.5250180456768614,0.9103120089335168,-0.5456344314886572
0.07726756490443176,0.911766878726883,-0.47170553250458386
0.01712308029302334,0.33882583497249896,-0.5358083982878126
