x,y
2.6003861520280935,2.739629495848801
1.546531530631383,2.3007500389992277
1.6217657728971775,2.108205068162817
2.2988728047801077,2.3485767754374627
1.5595440272833556,1.927769759631159
1.9879640089687756,2.5793339755657843
1.3109935267819148,1.6482635739502334
2.9958776016137563,1.1452564313489513
1.3037429578909532,2.6480173971937675
2.2201140631273235,2.276430605958205
1.432228756672735,2.550534167366539
1.7323481481511374,1.8161567214010348
1.6976153292169,1.0324507864117316
1.0845084683563906,2.175975151871714
1.6802068705398163,1.663232330440694
2.122326212043217,1.7604640427978988
2.593018832366565,1.6521353820221079
1.8786968816014826,2.883621504267722
1.6309036398273393,1.7415949077296005
1.7298469799002245,2.66684693776203
2.2326115095968486,1.630189702935727
1.3389508567875208,2.855675170536525
1.6959110192099822,1.012303190044331
1.7871438265350534,1.1085894366771343
1.192294382847235,2.873563823081467
1.8830391434149627,2.2947981594222426
2.1762224558261467,1.40728504684795
2.3117150513517704,1.7622326908985255
2.0359723294680903,1.0675285040732825
1.6882812588339986,2.9533043929184783
1.7155455572659022,1.4166345514418555
1.1147748188030695,1.6682101331952213
1.5577665738285518,2.1249877091516574
2.9912428065233367,1.8216521488496584
1.6516385402594451,1.0904253223229903
2.417894069385359,2.521453148584145
1.7059440226272613,1.8103507191846664
1.4000770387897645,2.8264281443909898
2.381186122238544,1.0217186564544865
2.636956380562909,1.873760899812684
1.8548305906849136,2.593125943010123
1.0734068747583196,1.927551484213372
2.112462279529272,2.33455198299147
1.0085661628190832,1.6135331509192432
2.9596656214991306,2.9484144049853613
1.2361118096174828,1.3346881893361155
2.2664345156913797,1.2664385376447336
2.95135851083073,2.238756776050915
1.7386448920107513,2.600586289548762
1.05976167899724,2.589591324557736
1.4443831868799615,1.1879618233534512
2.0299829367551325,1.4867448360067594
2.875993049315414,2.041876615226374
1.1722088203681054,2.8368937175009696
2.378791009156739,1.0425447583504615
1.0943758492356372,2.057326569075482
2.6970781571205564,2.67823990825706
2.724818809953618,2.1039336044209422
2.5960780475235663,1.1094987969651007
2.3289296289283645,1.4226478727050436
2.8480668246672676,2.007175405423433
2.7654140717186224,1.4357631585083819
1.482154212698071,2.5523444690426023
2.3315934917381775,1.428188526966547
2.2657099648791332,1.0041618942007382
2.3298597009910944,1.2501452074839217
1.7211849839697255,2.3201817213563856
1.5187192428826994,2.9190437661728206
1.1500570654759994,1.397796661506514
1.953358073686882,2.5374359928521444
2.5995716329461422,1.6156570948245819
2.1694612024423474,2.013953585867011
2.223000468535531,2.2674125012722905
1.4124393404551183,1.7671376310714362
2.6520734808901536,2.873652258960199
1.5859424308149157,1.4051577206592498
2.0022743660796483,1.8932450796089129
2.7076997441996813,2.9567285529913376
2.9502788993946507,2.603429854662807
2.335628134564524,2.425938628311184
1.9176504428165355,1.76919296889363
1.7376551480502387,2.731140203093976
1.6692415273811205,2.822246532599844
1.423013852559639,1.8335684573958002
2.2284405537389347,2.6683648566828118
1.0402865631986957,2.648511627355054
1.0447956654418113,1.2923934504072332
1.715949089646188,1.399511717010008
2.4169670239707033,2.0017457061848205
2.3575932914439965,1.3881715446780067
2.377514652071215,1.451164761438638
1.8614921229755925,2.52479669615131
1.6317115507607396,2.770639636281727
1.9393487480256084,2.536182882530581
1.1495955758352148,2.1868824755731806
1.6273816274626856,2.1588857657782103
1.7127493787106358,1.287854035372505
1.1119266130277652,2.9386097344308997
2.7042884466559705,2.141899132277075
2.5476397180096386,2.1062755957479165
1.0331909495036586,2.8450190404942406
2.2733661964427077,1.5143276749828731
2.69668664308191,1.156418236632558
2.907051207247629,2.3114612283257263
1.6224287850259402,2.8685771941294664
2.277591558382433,2.005496674632808
2.126420531605797,2.852780182743113
1.6245747047116572,2.87743431048092
2.439582010689499,1.7283412649288417
2.4285691735301107,2.192689096882124
2.1486945116859717,2.3748200057979134
2.6132712395739857,2.982355276942795
1.0087218959702573,2.482707453145518
1.3040213858553296,2.8906635708041533
1.617706265449536,1.0619307308385229
1.9733067687926222,1.4381338244148565
2.5821332729536524,2.0170339907082253
2.6400489072049185,1.5666543063930498
2.719226040699816,2.4791445580386364
1.219995475618827,2.669931650016165
1.9424378878597472,1.3872357890527356
1.5384820456638897,2.074572465816005
2.276534211012192,2.5076916124004356
1.4138780747003692,2.3180932450473257
1.2052126385856792,1.5655899461207663
1.6317709912011606,2.0819908779193796
2.182345565199685,2.571595847367724
1.7508067146654813,1.059639473397696
2.425389126041761,1.7523331137750073
2.5829957170760394,2.749544710250306
2.7911990332597405,2.8350344171358994
1.673285618132353,1.9134596850987045
2.281962726013943,2.6521091976011806
1.7898857558010854,1.8683906532651553
2.459938298329173,2.069167618135698
2.3486273810112657,2.7159806984929116
1.1152002602662512,2.5472701572275227
2.2501027719640745,2.0830057712990495
1.6535662378395328,1.0503067583845995
1.5610737392331866,1.6814503376827177
2.292867966422807,1.956103449632256
2.0481260477492627,2.780173325704987
1.0065005932571112,1.2741189172906895
2.655801133328786,2.717442477473309
2.6489716939742465,1.0137836246015774
2.272276986375595,1.7226521611954875
1.13153608814107,1.6892647616176573
1.578546842956458,1.751431658994474
2.3066184863156445,2.4511193002545006
2.9626607900821194,2.8061481926784686
1.4087162859557933,1.5759354813462696
1.9659633650033983,1.8768175324379357
1.127339449139558,2.533882145971709
2.237037973820456,1.6338976767962443
1.5494547098490603,1.3629726567309535
1.4757078733627118,2.0784033687946106
1.4413504017349184,2.8403283016690173
1.7990172087505325,2.9564469879759816
2.105996079623146,1.990633553305729
2.7795352622289027,1.4547995752258884
1.7284790713849871,2.667972717936447
2.3058439397316057,2.735023818388701
1.4208988416054062,2.022190079674975
2.387107140820841,2.0397388327764565
2.041353767459964,1.781493465974057
1.9765922493100085,1.9883253106477283
1.6360109839347732,1.9712975003113407
1.536495677927901,2.9411499290289367
2.239817404596833,2.747087128888423
1.687196091706966,2.288416770382396
1.0173083578702817,2.4165915292895725
1.4968734522608675,2.025088452335564
1.5222042377576457,1.2019428033580175
2.6798404672354943,1.6541902512273654
1.8308079783048141,1.9876830725426682
2.8256521098569154,2.512288327515197
2.144481611251787,1.0936427773810955
1.7143406044393312,2.831490655165216
1.2743381800614926,1.1795657918152846
1.4693215165899942,1.1831252355704034
1.8650305820075082,1.5195745202999495
2.7149473188964808,2.7149239835953334
1.664878736728287,1.67927793604437
1.2993023987537304,2.3166355712321813
2.5338758242899426,1.3226569270414967
2.95831372242006,1.3641234413704595
2.129491309396106,2.399212186641765
1.2939636012970694,2.632999473839786
1.4842050232668316,2.944563118893052
2.1122253582668487,1.7792161603373813
2.227126671320761,2.3655597772436554
1.2930708835931228,2.247595270944986
2.542543422171563,1.1987605602572404
2.4301796076832813,1.9187634132470235
1.2630354863048088,2.2680884862067368
1.3948914899252127,2.1227694506393635
2.98246231040922,2.6760687203367177
2.142113263742524,2.7946765291909
1.8569141318956552,2.4297806956741037
1.2064212376213397,2.679378433286147
1.802231873103194,2.9900474154426124
2.392597346482463,1.9892863813517232
1.0553223766027506,2.35107161177445
1.0698909975601478,1.40689083215021
1.7090990190298925,2.200493970468321
2.222510944902157,1.8888608026592393
2.8378456957531597,1.1208030217686786
2.7810795600067335,1.695820357744386
2.2187546141301917,2.248211580842633
1.165922494459584,1.1787655170171225
1.9766970053516875,2.955793267099688
1.8187182086220146,2.216638980963884
1.0522359404324502,1.224152767741965
1.2324790230410512,2.2791952682587224
2.029824220012581,1.7477706092501826
2.6423386535274083,2.4181997722930895
1.8149447803252532,2.2899427685275855
1.9441437671061974,1.9693108081032722
1.8928578705944783,2.4129344619717057
2.2537924672216603,2.5537863557248968
2.582765993793626,2.3217505244238428
1.3398297704198692,2.4283872926086105
2.55506110030991,2.214836870884197
2.8460856986000396,2.4089209038056265
2.703028344923931,1.462380519044885
1.5158315889459526,2.1811245769858143
2.177332945987814,2.4677490776197533
1.7227762759403298,2.401572071242057
1.6700849550434873,2.8990677297387775
2.4365367904820823,2.209499691652464
1.8919148725258093,1.4557204180972245
1.299777585089899,1.9668903377666178
2.342120814534897,1.7027459559062383
1.3919316180573165,1.6635147451949477
1.4352602950877138,2.5478420100586066
1.172828249654477,2.0773339089305995
1.6060435294503317,2.653297536486834
1.9528498333188373,2.6849340432881776
2.070013120563014,1.0781349168062435
2.9294372278008707,2.420781228745483
2.6251751502449414,1.1175575977594119
2.9790684437324177,1.9815715910283143
2.594632662113491,1.397919660448264
1.4905409271711374,2.6601359192262346
1.393980367900742,1.90815368109921
1.92881049265167,2.6393226665917857
2.412745560098444,2.3230122304371577
1.4855728539354058,2.3048617104908873
1.6917656344827678,2.5505035958099995
1.2265606135214426,2.704895111613922
1.7492613127863295,1.8424997895151782
2.3000031294320826,2.7592930304229397
2.0964924037915393,1.7123831371661669
1.6538452405107396,1.0009295816103956
2.583822512779507,1.1512304197377856
2.9111382697948898,2.672107272238887
1.619945308593536,2.8794405379682657
2.1149803960458433,1.3264506120391133
2.6130110844840653,1.2083138659115582
1.3212568946251895,1.020348023258057
2.6774356108879074,1.211206566412353
1.9571830253657045,1.681871141094604
2.829982553790016,2.2004200457570295
1.79079998704432,2.2995260329191782
1.2037161163934122,2.211905108439894
1.8994151270761004,2.1234287161468073
1.1301174927886284,1.9524973374341459
2.7106456514542066,2.9053281524424577
2.502884105908027,2.592759032190139
2.1364107675153834,2.3322192703436304
2.440017278530755,2.6316044728442733
2.0168321423392266,1.4000593606867855
2.006829216428753,1.3177005427076005
1.0955588655029362,2.9425857986140507
1.4257814352115756,2.4975651123303306
2.88185617657059,2.180533480776086
2.677753136537535,1.3368773256349478
2.8988991984096453,2.2872825865416333
1.1436317607474131,2.206276881417507
1.0143798533410804,1.2170217325966968
1.38165813824894,1.7757895315398262
1.7510220472535698,2.818522296525922
2.7634789703242078,2.580517330797118
1.9338756403855073,2.1794424248480118
1.5006953588724097,1.936447404220568
1.563700484166574,1.2812497631048017
2.9274626569563758,1.4820889124399625
2.1870239921247325,2.5280601991648766
1.019844069485967,1.2435910934925491
1.662996431346394,1.775819423896431
2.7968926889773744,1.6652035182098541
1.8093270626107631,1.6811530181258263
1.9976136186223488,1.8093343453516266
1.8633283459474834,2.2125492962770723
1.6435460952391479,2.1083577891173553
2.4962072997397433,1.4838796026178913
2.8435326006407338,1.4260036594495593
1.574291549023499,1.4443927974658275
2.15102683197168,2.2415756783724587
2.7253341208332245,1.1486462784986877
2.979636435511125,2.3105282164114866
2.786371779603459,2.1519055039199326
1.1330293331473538,1.469455287188364
2.171858676320137,1.370032988129754
2.2898481852281702,1.4680632029131064
1.9647867799492351,2.6029492103423326
2.9858139047923906,1.2927232639873656
2.089711412791045,2.550083478592584
2.3378856601248454,1.2145187941755335
2.4800572974787025,1.6021695966958374
2.2037297152680018,2.615889808515729
1.0114071380620604,2.6213287744705207
1.1253121462579447,1.9416860873948716
2.976371285245432,1.080584059850701
1.7911786159777243,2.770183658066467
1.3708004479219629,2.246206444929957
2.7017434847551174,1.3081530263171643
1.472041468579389,2.129954271715226
1.3682464044937743,2.6434951574247583
2.1217315586835506,1.9165638382916863
2.578674936819989,1.1025674439613506
1.8252380898395928,2.9614474431295164
1.6972802150994877,2.6077497853653897
2.466042908318938,1.7403940262058348
1.2331721566958307,2.5283188880960137
2.5029542732295376,2.2561833697145683
2.370911397522062,1.0115823268424653
2.1458300518840545,2.8175449826218775
2.8258678640772934,2.769795451281519
1.7170569622595613,1.8726524128047608
1.1306486316125304,1.0304976828117107
1.1254032825456635,2.1237570000092134
1.909161449625283,2.7746928244682563
2.364336380560934,2.017646213343967
2.6815043699490095,1.8647180551346234
2.223949924965174,1.172915132462753
1.3509689732041232,2.0373628430553032
1.6262851478274694,2.044190988722905
2.9566499465957743,1.736679399648197
2.7270183247662487,2.280018654267233
1.3019470795944301,1.218096187730673
2.7719806627246992,1.521612279368909
2.9761866906189045,2.4488173924475074
1.0632771863588697,1.098485133540884
1.2725716875337971,1.9013910680158272
2.679735370046167,1.420458261461528
2.605238234511847,2.650384585253639
1.6169245107271146,1.2159379056683197
1.1761158197157906,1.5886098422939974
2.647630787897714,1.9584779767393516
1.200517232313807,1.3009039567930885
1.893486514391895,2.058195255940534
1.9312196838175941,2.0697034576149784
2.7581545453782823,2.508924336558609
1.5661415071764082,2.832625273424399
2.3953634521192715,1.3173997855722097
1.5162630014776723,2.266527775793203
2.854378637017823,2.603001315089096
1.9430196605321817,1.1538244269836475
2.544661068751955,1.743198065479434
2.0001340640086207,1.9407213032484218
1.871985972677164,1.2040090224034488
2.5018758235927545,2.2439503806928753
2.57550715338577,1.6051777608727682
2.5160497909549777,2.580868479562227
1.704708328076706,2.7626205048077264
1.657977540139693,1.35646095611715
2.4050319207787023,1.5033033774001006
2.2015854617860016,1.1778779349447563
2.689342535956892,1.1120839886477216
2.5908981884695725,2.898077890625924
2.5884503070721028,1.1096515695688394
2.253423061454546,2.054337561304248
2.6151568022293747,1.397563254741168
2.910946937545338,2.264797478674159
1.3440748366671647,1.3177569675009428
1.184439048232464,1.9316637147180546
1.0010005086511544,1.5051924668479058
1.3951943541856806,1.2744170459959745
1.37397480708335,1.4752638817409227
2.7871418395089558,2.849107289985974
2.2290085241635325,2.1098520352427474
2.3134599099952355,2.0407431668537592
1.2692275944525195,1.2203983005818957
2.9123717109971525,2.828602622670268
2.7685925685104333,2.9533849672282937
2.7864679997878605,1.4488993817813394
1.5982600531665558,1.547217019888845
1.7684676826362473,1.5826690566994186
2.054770352252512,1.9786172318037811
1.5531255575015461,1.3577956398672517
1.0438648200469074,2.0591151298108805
1.1664812996426899,2.5093402363606083
2.4387807303613327,1.2675656242600237
1.2298690136137067,1.709265035775146
2.723351949482816,2.743373663816655
1.19952273405802,1.949782348780197
2.6558577764029163,2.30330711629144
2.02255791267391,1.7307451821116693
1.5739973908940315,2.153689117584146
2.745878649047421,2.797867116483806
1.8118418861282044,2.2948952420371347
1.645701993753476,1.2716378271742055
2.3504141592522716,1.3365268053394825
